date,station_pk,fuel,price
2021-01-05,2033,dizel,1.086
2021-01-05,2034,100,1.152
2021-01-05,2034,95,1.018
2021-01-05,2034,dizel,1.086
2021-01-05,2035,95,1.018
2021-01-05,2035,dizel,1.086
2021-01-05,2036,100,1.152
2021-01-05,2036,95,1.018
2021-01-05,2036,dizel,1.086
2021-01-05,2037,100,1.152
2021-01-05,2037,95,1.018
2021-01-05,2037,dizel,1.086
2021-01-05,2038,95,1.018
2021-01-05,2038,dizel,1.086
2021-01-05,2039,100,1.152
2021-01-05,2039,95,1.018
2021-01-05,2039,dizel,1.086
2021-01-05,2040,100,1.152
2021-01-05,2040,95,1.018
2021-01-05,2040,dizel,1.086
2021-01-05,2041,100,1.152
2021-01-05,2041,95,1.018
2021-01-05,2041,dizel,1.086
2021-01-05,2042,95,1.018
2021-01-05,2042,dizel,1.086
2021-01-05,2043,100,1.152
2021-01-05,2043,95,1.018
2021-01-05,2043,dizel,1.086
2021-01-05,2044,100,1.152
2021-01-05,2044,95,1.018
2021-01-05,2044,dizel,1.086
2021-01-05,2045,100,1.152
2021-01-05,2045,95,1.018
2021-01-05,2045,dizel,1.086
2021-01-05,2046,100,1.152
2021-01-05,2046,95,1.018
2021-01-05,2046,dizel,1.086
2021-01-05,2047,100,1.152
2021-01-05,2047,95,1.018
2021-01-05,2047,dizel,1.086
2021-01-05,2048,100,1.152
2021-01-05,2048,95,1.018
